Artist,"Song ID",Song Title
Pantera,MK-644-54,Cemetery Gates
Pantera,MK-284-07,Cowboys From Hell
Pantera,MK-644-53,Domination
Pantera,MK-644-52,Hollow
Pantera,MK-60-10,I'm Broken
Pantera,MK-644-50,Minutes Alone
Pantera,MK-644-51,This Love
Pantera,Mk-591-05,Walk
Papa Dee,MK-579-02,The First Cut Is The Deepest
Papa Roach,MK-76-10,Between Angels And Insects
Papa Roach,MK-180-13,Broken Home
Papa Roach,MK-180-02,Last Resort
Papa Roach,MK-350-07,Scars
Papa Roach,MK-231-10,She Loves Me Not
Papa Roach & Chris Daughtry,MK-791-18,Scars
Paper Lace,MK-522-13,"Billy, Don't Be A Hero"
Paper Lace,MK-247-01,The Night Chicago Died
Paramore,MK-788-13,Brick By Boring Brick
Paramore,MK-684-35,Decoy
Paramore,MK-654-57,Fast In My Car
Paramore,MK-516-03,Fences
Paramore,MK-684-34,Grow Up
Paramore,MK-704-26,Monster
Paramore,MK-696-06,Still Into You
Paramore,MK-558-02,The Only Exception
Paramore,MK-684-33,Told You So
Parell & Gwen Stefani,MK-572-14,Can I Have It Like that
Parker McCollum,MK-796-12,Hell Of A Year
Parliament,MK-684-32,Give Up The Funk
Parmalee,MK-662-08,Carolina
Parmalee,MK-684-31,Musta Had A Good Time
Parody,MK-674-25,Marijuanaville
Parry Gripp,MK-704-25,It's Raining Taco's
Partridge Family,MK-253-19,I Think I Love You
Passenger,MK-674-26,Anywhere
Passenger,MK-571-09,Let Her Go
Passenger,MK-684-29,Runaway
Pat Benatar,7549-04,Fire And Ice
Pat Benatar,7577-14,Heartbreaker
Pat Benatar,MK-262-02,Hell Is For Children
Pat Benatar,MK-154-14,Hit Me With Your Best Shot
Pat Benatar,MK-404-02,Invincible
Pat Benatar,MK-329-06,Love Is A Battlefield
Pat Benatar,MK-262-14,Shadows Of The Night
Pat Benatar,MK-354-11,Treat Me Right
Pat Benatar,MK-400-01,True Love
Pat Benatar,7522-18,We Belong
Pat Benatar,MK-43-10,You Better Run
Pat Boone,7550-07,Love Letters In The Sand
Pat Boone,MK-684-28,Remember You're Mine
Pat Green,MK-658-42,Dixie Lullaby
Pat Green,MK-287-13,Wave On Wave
Pat Green,MK-674-27,What I'm For
Pat Travers,MK-393-12,Boom Boom
Pat Travers,MK-543-15,Snortin Whiskey
Patrice,MK-736-20,Sugar Boy
Patrick Hernandez,MK-797-10,Born To Be Alive
Patrick Normand,MK-674-29,Only Love Makes You Free
Patrick Swayze,MK-09-13,She's Like The Wind
Patsy Cline,MK-674-30,Back In Baby's Arms
Patsy Cline,7515-11,Crazy
Patsy Cline,MK-664-50,Dear God
Patsy Cline,7524-05,Faded Love
Patsy Cline,MK-704-24,Foolin' Around
Patsy Cline,7516-04,I Fall To Pieces
Patsy Cline,7522-15,Leavin' On Your Mind
Patsy Cline,MK-647-17,Lovesick Blues
Patsy Cline,7515-13,She's Got You
Patsy Cline,7539-04,So Wrong
Patsy Cline,MK-679-23,South Of The Border
Patsy Cline,MK-339-06,Strange
Patsy Cline,7515-05,Sweet Dreams
Patsy Cline,7516-05,Walkin' After Midnight
Patsy Cline,MK-647-16,You Belong To Me
Patsy Cline,MK-629-11,Your Cheating Heart
Patti LaBelle,MK-741-09,Somebody Loves You Baby
Patti Page,7538-01,How Much Is That Doggie In The Window
Patti Page,7553-13,Steam Heat
Patti Page,7505-10,Tennessee Waltz
Patty Loveless,MK-362-07,Blame It On Your Heart
Patty Loveless,MK-684-27,"Chains, The"
Patty Loveless,MK-355-06,Don't Toss Us Away
Patty Loveless,MK-362-09,I Try To Think About Elvis
Patty Loveless,MK-224-06,I'm That Kind Of Girl
Patty Loveless,MK-550-12,If My Heart Had Windows
Patty Loveless,MK-107-06,Jealous Bone
Patty Loveless,MK-373-10,Lonely Too Long
Patty Loveless,MK-293-10,Lovin' All Night
Patty Loveless,MK-190-01,Soul Of Constant Sorrow
Patty Loveless,MK-133-07,Tear Stained Letter
Patty Loveless,MK-190-09,The Boys Are Back In Town
Patty Loveless,MK-31-04,You Can Feel Bad
Patty Loveless & Dwight Yoakam,MK-795-13,Send A Message To My Heart
Patty Loveless & Travis Tritt,MK-190-15,Out Of Control Raging Fire
Patty Smyth & Don Henley,7581-08,Sometimes Love Just Ain't Enough
Paul & Paula,MK-684-26,Hey Paula
Paul Anka,MK-772-13,My Way
Paul Anka,7554-04,Puppy Love
Paul Anka,7518-15,Put Your Head On My Shoulder
Paul Brandt,MK-704-23,A Little In Love
Paul Brandt,MK-704-22,Alberta Bound
Paul Brandt,MK-310-10,I Do
Paul Brandt,MK-704-21,I Meant To Do That
Paul Brandt,MK-704-20,It's A Beautiful Thing
Paul Brandt,MK-348-09,My Heart Has A History
Paul Brandt,MK-704-19,On The Inside
Paul Brandt,MK-704-18,One And Only One
Paul Brandt,MK-704-17,Take It From Me
Paul Brandt,MK-704-16,That Hurts
Paul Brandt,MK-704-15,That's The Truth
Paul Brandt,MK-704-14,Whats Come Over You
Paul Carrack,MK-134-07,Eyes Of Blue
Paul Cauthen,MK-734-19,Angel
Paul Cauthen,MK-734-01,Cocaine Country Dancing
Paul Cauthen,MK-735-02,Have Mercy
Paul Cauthen,MK-735-03,Holy Ghost Fire
Paul Cauthen,MK-735-04,I'll Be The One
Paul Cauthen,MK-735-05,In Love With A Fool
Paul Cauthen,MK-735-06,Lil Son
Paul Cauthen,MK-735-07,Resignation
Paul Cauthen,MK-735-08,Slow Down
Paul Cauthen,MK-735-09,Tumbleweed
Paul Davis,MK-674-31,Sweet Life
Paul Heaton,MK-644-49,D I Y
Paul Heaton & Jacqui Abbott,MK-696-05,Seven Inch Singles (Duet)
Paul Heaton & Jacqui Abbott,MK-696-04,Seven Inch Singles (M Solo)
Paul Heaton & Jacqui Abbott,MK-684-24,She Got The Garden
Paul Lekakis,MK-684-23,Boom Boom Let's Go Back To My Room
Paul McCartney & Wings,MK-11-11,Another Day
Paul McCartney & Wings,MK-772-12,Arrow Through Me
Paul McCartney & Wings,MK-684-22,Ballroom Dancing
Paul McCartney & Wings,7573-13,Band On The Run
Paul McCartney & Wings,MK-674-32,Biker Like An Icon
Paul McCartney & Wings,MK-177-08,Freedom
Paul McCartney & Wings,MK-684-21,Fuh You
Paul McCartney & Wings,MK-665-51,Hi Hi Hi
Paul McCartney & Wings,MK-684-20,I Don't Know
Paul McCartney & Wings,MK-362-14,Let Me Roll It
Paul McCartney & Wings,MK-331-14,Live And Let Die
Paul McCartney & Wings,MK-291-13,Maybe I'm Amazed
Paul McCartney & Wings,MK-332-01,Mull Of Kintyre
Paul McCartney & Wings,MK-796-11,My Love
Paul McCartney & Wings,MK-684-19,No More Lonely Night
Paul McCartney & Wings,MK-345-03,This Never Happened Before
Paul McCartney & Wings,MK-684-18,Uncle Albert Admiral Halsey
Paul McCartney & Wings,MK-192-12,Your Loving Flame
Paul Overstreet,MK-776-04,Straight And Narrow
Paul Revere & The Radiers,MK-379-11,Indian Reservation
Paul Revere & The Raiders,MK-692-25,Kicks
Paul Russell,MK-793-07,Lil Boo Thang
Paul Stookey,MK-396-13,Wedding Song
Paul Young,MK-684-17,Love Of The Common People
Paula Abdul,MK-403-01,Opposites Attract
Paula Abdul,MK-391-04,Rush Rush
Paula Abdul,7503-12,Straight Up
Paula Cole,MK-364-10,Feelin' Love
Paula Cole,MK-04-15,I Believe In Love
Paula Cole,MK-134-13,Me
Paula Cole,7583-08,Where Have All The Cowboys Gone
Peabo Bryson & Regina Bell,MK-166-08,A Whole New World (Aladdin)
Peabo Bryson & Roberta Flack,7600-01,Tonight I Celebrate My Love For You
Peabo Bryson & Roberta Flack Bryson,MK-684-16,Maybe
Peaches & Herb,7503-04,Reunited
Pearl Jam,MK-173-02,Alive
Pearl Jam,MK-173-16,Animal
Pearl Jam,MK-173-10,Better Man
Pearl Jam,MK-173-13,Black
Pearl Jam,MK-173-09,Breath
Pearl Jam,MK-543-12,Crazy Mary
Pearl Jam,MK-173-05,Daughter
Pearl Jam,MK-173-07,Dissident
Pearl Jam,MK-173-14,Elderly Woman Behind The Counter�
Pearl Jam,MK-173-01,Even Flow
Pearl Jam,MK-173-12,Glorified G
Pearl Jam,MK-173-03,Go
Pearl Jam,MK-173-18,Got ID
Pearl Jam,MK-173-11,Hail Hail
Pearl Jam,MK-173-06,Hunger Strike
Pearl Jam,MK-239-11,I Am Mine
Pearl Jam,MK-173-08,Jeremy
Pearl Jam,MK-386-11,Just Breathe
Pearl Jam,MK-173-15,Last Kiss
Pearl Jam,MK-157-09,Light Years
Pearl Jam,MK-173-17,Not For You
Pearl Jam,MK-173-04,Yellow Ledbetter
Pebbles,MK-111-13,Mercedes Boy
Peggy Lee,7540-01,Come Rain Or Come Shine
Peggy Lee,7599-12,Fever
Peggy Lee,MK-381-14,Why Don't You Do Right
Pennywise,MK-684-15,Bro Hymn
Pennywise,MK-684-14,My God
Pentatonix,MK-747-06,Halleluja
Pentatonix & Lindsey Stirling,MK-674-33,Radioactive
Percy Sledge,7526-01,When A Man Loves A Woman
Perry Band,MK-674-34,Postcard From Paris
Perry Como,7505-03,And I Love You So
Perry Como,7518-07,Catch A Falling Star
Perry Como,MK-665-50,Killing Me Softly With His Song
Pet Shop Boys,MK-314-16,Always On My Mind
Pet Shop Boys,MK-684-13,Go West
Pet Shop Boys,MK-197-04,It's A Sin
Pet Shop Boys,MK-644-48,Leaving
Pet Shop Boys,MK-314-10,Opportunities (Let�s Make Lots Of Money)
Pet Shop Boys,MK-674-35,The Pop Kids
Pet Shop Boys,MK-314-07,West End Girls
Pet Shop Boys,MK-314-09,What Have I Done To Deserve This?
Peter & Gordon,MK-654-56,"Baby, Im Yours"
Peter & Gordon,MK-654-55,I Go To Pieces
Peter & Gordon,MK-654-54,Lady Godiva
Peter Alen,MK-726-48,I Still Call Australia Home
Peter Bjorn And John,MK-609-11,Young Folks
Peter Cetera & Chaka Khan,MK-131-10,Feels Like Heaven
Peter Frampton,MK-114-18,Baby I Love Your Way
Peter Frampton,7576-13,Show Me The Way
Peter Gabriel,MK-668-04,Big Time
Peter Gabriel,MK-795-12,Digging In The Dirt
Peter Gabriel,MK-668-03,Games Without Frontiers
Peter Gabriel,MK-668-02,Shock The Monkey
Peter Gabriel,MK-668-01,Sledgehammer
Peter Gabriel,MK-674-36,Solsbury Hill
Peter Gabriel & Kate Bush,MK-11-03,Don't Give Up
Peter Schilling,MK-259-11,Major Tom
Peter Skellern,MK-664-01,You're A Lady
Peter Tosh,MK-704-13,Johnny B Goode
Peter Tosh,MK-519-12,Legalize It
"Peter, Paul & Mary",7504-09,Blowin' In The Wind
"Peter, Paul & Mary",7531-14,Leaving On A Jet Plane
"Peter, Paul & Mary",7508-15,Puff (The Magic Dragon)
Petula Clark,7517-05,Downtown
Petula Clark,MK-696-02,My Love
Petula Clark,MK-674-37,Romeo
Petula Clark,MK-316-04,This Is My Song
Pharrell Williams,MK-572-12,Angel
Pharrell Williams,MK-647-15,Freedom
Pharrell Williams,MK-574-07,Happy
Pharrell Williams & Miley Cyrus,MK-644-46,Come Get It Bae
Phenix,MK-592-11,1901
Phil Collins,MK-118-17,Abacab
Phil Collins,7506-05,Against All Odds
Phil Collins,MK-118-02,Another Day In Paradise
Phil Collins,MK-153-07,Dance Into The Night
Phil Collins,MK-118-03,Do You Remember
Phil Collins,MK-111-07,Don't Lose My Number
Phil Collins,MK-118-04,Easy Lover
Phil Collins,MK-118-05,Everyday
Phil Collins,MK-118-06,Groovy Kind Of Love
Phil Collins,MK-118-07,In The Air Tonight
Phil Collins,MK-118-12,Invisible Touch
Phil Collins,MK-118-10,Jesus He Knows Me
Phil Collins,MK-118-14,Land Of Confusion
Phil Collins,MK-118-11,Never A Time
Phil Collins,MK-118-08,One More Night
Phil Collins,7517-09,Separate Lives
Phil Collins,MK-118-15,Sussudio
Phil Collins,MK-118-13,"Tonight, Tonight, Tonight"
Phil Collins,MK-69-12,True Colors
Phil Collins,MK-118-16,You Can't Hurry Love
Phil Collins (Genesis),MK-338-08,I Can't Dance
Phil Collins (Genesis),MK-111-09,That's All
Phil Collins (Genesis),MK-725-22,The Carpet Crawlers
Phil Phillips,MK-543-03,"Gone, Gone, Gone"
Phil Phillips,MK-532-15,Home
Phil Phillips,MK-543-08,Man On the Moon
Phil Phillips,MK-523-04,Sea Of Love
Phil Phillips With The Twilight,MK-590-05,Sea Of Love
Phil Vassar,MK-674-38,Bobbi With An I
Phil Vassar,MK-199-01,Just Another Day In Paradise
Phil Vassar,MK-545-04,Six Pack Summer
Phil Vassar,MK-658-41,This Is My Life
Phil Vassar,MK-658-40,Woman In My Life
Philosopher Kings,MK-311-15,Castles In The Sand
Pia Mia,MK-665-49,Touch
Pia Mia & Chris Brown & Tyga,MK-651-13,Do It Again
Pierce The Veil,MK-784-24,A Match Into Water
Pierce The Veil,MK-784-23,Bulletproof Love
Pierce The Veil,MK-784-22,Bulls In The Bronx
Pierce The Veil,MK-784-21,Caraphernelia
Pierce The Veil,MK-784-20,Emergency Contact
Pierce The Veil,MK-784-19,Even When I'm Not With You
Pierce The Veil,MK-784-18,Hold On Till May
Pierce The Veil,MK-784-17,King For A Day
Pierce The Veil,MK-784-16,One Hundred Sleepless Nights
Pikotaro,MK-674-40,PPAP (Pen Pineapple Apple Pen)
Pilot,MK-696-01,(Oh It's) Magic
Pilot,MK-665-48,Magic
Pink,MK-704-12,All I Know So Far (Clean)
Pink,MK-539-09,Bad Influence
Pink,MK-566-02,Beam Me Up
Pink,MK-684-12,Beautiful Trauma
Pink,MK-527-11,Blow Me (One Last Kiss)
Pink,MK-704-11,Can We Pretend
Pink,MK-594-03,Catch Me While I'm Sleeping
Pink,MK-357-18,Dear Mr. President
Pink,MK-178-13,Don't Let Me Get Me
Pink,MK-399-08,F#*k'n Perfect
Pink,MK-277-06,Feel Good Time
Pink,MK-684-10,For Now
Pink,MK-176-01,Get The Party Started
Pink,MK-395-17,Glitter In The Air
Pink,MK-302-03,God Is A Dj
Pink,MK-382-04,I Don't Believe You
Pink,MK-232-09,Just Like A Pill
Pink,MK-674-41,Just Like Fire
Pink,MK-559-11,Long Way To Happy
Pink,MK-408-13,Mean
Pink,MK-28-09,Most Girls
Pink,MK-654-53,Perfect (Live Acoustic)
Pink,MK-377-04,Please Don't Leave
Pink,MK-394-13,Raise Your Glass
Pink,MK-684-09,Revenge
Pink,MK-368-11,So What
Pink,MK-313-19,Stupid Girls
Pink,MK-592-07,The King Is Dead But The Queen Is Alive
Pink,MK-294-16,Trouble
Pink,MK-537-09,Try
Pink,MK-347-11,U & Ur Hand
Pink,MK-695-69,Walk Me Home
Pink,MK-684-08,What About Us
Pink,MK-313-20,Who Knew
Pink,MK-684-05,Wild Hearts Can't Be Broken
Pink,MK-552-09,You Make Me Sick
Pink & Lily Rose Cooper,MK-569-05,True love
Pink & Nate Ruess,MK-539-02,Just Give Me A Reason
Pink & Steven Tyler,MK-252-13,Misery
Pink & Wrabel,MK-704-09,90 Days
Pink Floyd,MK-57-13,Another Brick In The Wall
Pink Floyd,MK-218-05,Brain Damage
Pink Floyd,MK-330-10,Brain Damage/Eclipse
Pink Floyd,7576-09,Comfortably Numb
Pink Floyd,MK-218-02,Coming Back To Life
Pink Floyd,MK-218-08,Eclipse
Pink Floyd,MK-363-10,Have a Cigar
Pink Floyd,MK-07-11,Hey You
Pink Floyd,MK-324-15,Learning To Fly
Pink Floyd,MK-171-09,Money
Pink Floyd,MK-344-03,Mother
Pink Floyd,MK-218-11,Nobody Home
Pink Floyd,MK-218-01,See Emily Play
Pink Floyd,MK-218-04,Sheep
Pink Floyd,MK-218-06,Shine On You Crazy Diamond
Pink Floyd,MK-01-01,Take It Back
Pink Floyd,MK-218-12,The Final Cut
Pink Floyd,MK-749-04,The Trial
Pink Floyd,MK-215-03,Time
Pink Floyd,MK-71-10,Us And Them
Pink Floyd,MK-70-08,Wish You Were Here
Pink Floyd,MK-522-01,Young Lust
Pink Martini,MK-654-52,Anna
Pinkfong,MK-684-07,Baby Shark
Pinmonkey,MK-300-03,Let's Kill Saturday Night
Pirates Of The Mississippi,MK-35-03,Feed Jake
Pistol Annies,MK-654-51,Beige
Pistol Annies,MK-628-06,Being Pretty Ain't Pretty
Pistol Annies,MK-741-08,Blues You're A Buzzkill
Pistol Annies,MK-628-07,Dear Sobriety
Pistol Annies,MK-409-13,Hell On Heels
Pistol Annies,MK-538-10,Hunter's Wife
Pistol Annies,MK-555-03,I Feel A Sin Comin' On
Pistol Annies,MK-787-03,Takin Pills
Pistolleros,MK-98-05,The Guardian Angel
Pitbull,MK-379-07,I Know You Want Me (Calle Oche)
Pitbull & Christina Aguilera,MK-552-03,Feel This Moment
Pitbull & Jennifer Lopez & Claudia Leitte,MK-684-04,We Are One (Ole Ola)
Pitbull & John Ryan,MK-598-13,Fireball
Pitbull & Kesha,MK-568-13,Timber
Pitbull & Ne-Yo,MK-797-09,Time Of Our Lives
Pixies,MK-684-03,Monkey Gone To Heaven
"Pixies, The",MK-593-06,Where Is My Mind
PJ Harvey,MK-262-03,Down By The Water
Placebo,MK-348-14,Pure Morning
Plain White T's,MK-378-04,"1,2,3,4"
Plain White T's,MK-351-19,Hey There Delila
Plain White T's,MK-406-03,Rhythm Of Love
Plan B,MK-684-02,In The Name Of Man
Plan B,MK-539-10,She Said
Planet Earth,MK-180-09,Bartender
Planet Funk,MK-654-50,The Switch
Platinum Blonde,MK-774-03,Crying Over You
Platinum Blonde,MK-774-09,Doesn't Really Matter
Platinum Blonde,MK-776-03,Not In Love
Platinum Blonde,MK-774-02,Standing In The Dark
"Platters, The",7513-04,Only You
"Platters, The",7502-14,Smoke Gets In Your Eyes
"Platters, The",MK-159-10,The Great Pretender
"Platters, The",MK-528-12,Twilight Time
"Platters, The",MK-694-44,With This Ring
"Platters, The & ""Tennessee"" Emie Ford",7507-06,Sixteen Tons
Play,MK-229-17,Us Against The World
PM Dawn,MK-126-08,I Had No Right
PM Dawn,MK-84-06,Looking Through Patient Eyes
Poco,MK-651-12,Crazy Love
Poco,MK-651-11,Heart Of The Night
Poe,MK-280-12,Hello
Poe,MK-76-11,Hey Pretty
Pogues & The Dubliners,MK-684-01,The Irish Rover
"Pogues, The",MK-622-07,Dark Side Of The Street
"Pogues, The",MK-317-18,Dirty Old Town
"Pogues, The",MK-621-02,Fiesta
"Pogues, The",MK-621-03,Rainy Night In Soho
"Pogues, The",MK-622-06,Sally Maclennane
"Pogues, The",MK-621-04,The Band Played Waltzing Matilda
"Pointer Sisters, The",MK-396-05,Fire
"Pointer Sisters, The",7554-13,He's So Shy
"Pointer Sisters, The",7523-06,I'm So Excited
"Pointer Sisters, The",MK-79-13,Neutron Dance
"Pointer Sisters, The",MK-318-14,Slow Hand
Poison,MK-141-16,Every Rose Has It's Thorn
Poison,MK-748-50,Fallen Angel
Poison,MK-748-52,I Want Action
Poison,MK-748-49,Nothin' But A Good Time
Poison,MK-353-05,Talk Dirty To Me
Poison,MK-748-51,Unskinny Bop
Poison,MK-658-39,Your Mama Don't Dance
Pokemon,MK-674-43,Pokemon Theme
Pokemon,MK-775-22,Poke Rap
"Police, The",MK-255-05,De Do Do Do De Da Da Da
"Police, The",MK-255-06,Don't Stand So Close To Me
"Police, The",7580-07,Every Breath You Take
"Police, The",MK-255-08,Every Little Thing She Does Is Magic
"Police, The",MK-255-11,If I Ever Lose My Faith In You
"Police, The",MK-255-13,Message In A Bottle
"Police, The",MK-255-14,Roxanne
"Police, The",MK-255-15,Roxanne '97 (Puff Daddy Remix)
"Police, The",MK-255-16,Spirits In The Material World
"Police, The",MK-255-17,Twenty Five To Midnight
"Police, The",MK-260-14,Walking On The Moon
"Police, The",MK-255-18,When We Dance
Pomplamoose,MK-704-08,Old Town Road Pony (Mashup)
Pop Evil,MK-683-100,100 In A 55
Pop Evil,MK-674-44,Stepping Stone
Poppy,MK-683-98,Bleach Blonde Baby
Poppy Family & Susan Jacks,MK-622-05,Which Way You Goin Billy
Porcupine Tree,MK-721-22,Arriving Somewhere But Not Here
Porcupine Tree,MK-721-21,Black Dahlia
Porcupine Tree,MK-721-20,Blackest Eyes
Porcupine Tree,MK-721-19,Fear Of A Blank Planet
Porcupine Tree,MK-721-18,Flicker
Porcupine Tree,MK-721-17,Lightbulb Sun (Warszawa)
Porcupine Tree,MK-721-16,My Ashes
Porcupine Tree,MK-721-15,Sentimental
Porcupine Tree,MK-721-14,She's Moved On
Porcupine Tree,MK-721-13,Shesmovedon (Oscar Poblete)
Porcupine Tree,MK-721-12,Sleep Together
Porcupine Tree,MK-721-11,Sound Of Muzak (Oscar Poblete)
Porcupine Tree,MK-721-10,Stars Die
Porcupine Tree,MK-721-09,This Is No Rehearsal
Porcupine Tree,MK-721-08,Trains
Porcupine Tree,MK-721-07,Way Out Of Here
Porter Wagoner,MK-655-27,Companys Comin
Porter Wagoner,MK-655-26,Eat Drink & Be Merry
Porter Wagoner,MK-655-25,Misery Loves Company
Porter Wagoner,MK-655-24,Yall Come
Porter Wagoner & Dolly Parton,MK-656-19,Before I Met You
Porter Wagoner & Dolly Parton,MK-656-18,Better Move It
Porter Wagoner & Dolly Parton,MK-656-17,Burning The Midnight Oil
Porter Wagoner & Dolly Parton,MK-656-16,Daddy Was An Old Time Preacher Man
Porter Wagoner & Dolly Parton,MK-656-15,Forty Miles From Poplar Bluff
Porter Wagoner & Dolly Parton,MK-656-14,Holding On To Nothin'
Porter Wagoner & Dolly Parton,MK-656-13,If Teardrops Were Pennies
Porter Wagoner & Dolly Parton,MK-656-12,If You Go I'll Follow
Porter Wagoner & Dolly Parton,MK-656-11,Jeannie's Afraid Of The Dark
Porter Wagoner & Dolly Parton,MK-656-10,Last Thing On My Mind
Porter Wagoner & Dolly Parton,MK-656-09,Making Plans
Porter Wagoner & Dolly Parton,MK-656-08,Please Don't Stop Loving Me
Porter Wagoner & Dolly Parton,MK-656-07,Tomorrow Is Forever
Porter Wagoner & Dolly Parton,MK-656-06,We'll Get Ahead Someday
Porter Wagoner & Dolly Parton,MK-656-05,Your Love
Portishead,MK-748-29,All Mine
Portishead,MK-748-28,Cowboys
Portishead,MK-395-10,Glory Box
Portishead,MK-748-27,Over
Portishead,MK-227-05,Sour Times
Portugal The Man,MK-683-97,Feel It Still
Post Malone,MK-683-94,Better Now
Post Malone,MK-704-07,Circles
Post Malone,MK-695-68,Wow
Post Malone & 21 Savage,MK-683-89,Rockstar
Post Malone & Amp Swae Lee,MK-683-90,Sunflower (Spider Man)
Post Malone & Ty Dolla Sign,MK-683-88,Psycho
Post Malone And Young Thug,MK-704-06,Goodbyes
Postal Service,MK-777-06,Such Great Heights
Powderfinger,MK-71-11,My Happiness
Powerman 5000,MK-81-10,Bombshell
Powerman 5000,MK-180-07,When Worlds Collide
Pras & Ol' Dirty Bastard & Mya,MK-717-11,Ghetto Supastar (That Is What You Are)
Presidents Of The United States,MK-360-08,Dune Buggy
Presidents Of The United States,MK-359-03,Kitty
Presidents Of The United States,MK-75-12,Lump
Presidents Of The United States,MK-360-10,Mach 5
Presidents Of The United States,MK-359-04,Peaches
Presidents Of The United States,MK-674-45,Video Killed The Radio Star
"Pretenders, The",MK-115-12,Back On The Chain Gang
"Pretenders, The",7581-01,Brass In Pocket
"Pretenders, The",MK-115-13,Don't Get Me Wrong
"Pretenders, The",MK-01-05,I'll Stand By You
Pretty Reckless,MK-628-08,Cold Blooded
Pretty Reckless,MK-716-07,Death By Rock And Roll
Pretty Reckless,MK-674-46,Follow Me Down
Pretty Reckless,MK-578-03,Heaven Knows
Pretty Reckless,MK-628-09,Hit Me Like A Man
Pretty Reckless,MK-593-13,Just Tonight
Pretty Reckless,MK-561-05,Light Me Up
Pretty Reckless,MK-561-04,Make Me Wanna Die
Pretty Reckless,MK-593-14,Miss Nothing
Pretty Reckless,MK-561-06,My Medicine
Pretty Reckless,MK-744-09,Only Love Can Save Me Now
Pretty Reckless,MK-674-47,Take Me Down
Pretty Reckless,MK-744-08,Witches Burn
Primitive Radio Gods,MK-163-10,Standing Outside A Broken Phonebooth
Primrose Lane,MK-655-23,Jerry Wallace
Primus,MK-63-12,Wynonas Big Brown Beaver
Prince & The New Revolution,7546-04,1999
Prince & The New Revolution,MK-280-15,Betcha By Golly Wow
Prince & The New Revolution,MK-312-10,Darling Nikki
Prince & The New Revolution,MK-36-13,Delirious
Prince & The New Revolution,7529-12,Kiss
Prince & The New Revolution,MK-371-09,Let's Go Crazy
Prince & The New Revolution,7580-09,Little Red Corvette
Prince & The New Revolution,7542-11,Purple Rain
Prince & The New Revolution,MK-372-02,Raspberry Beret
Prince & The New Revolution,MK-374-09,Seven
Prince & The New Revolution,7582-07,When Doves Cry
Prince Royce,MK-683-86,Darte Un Beso
Priscilla Block,MK-792-02,Hey Jack
Priscilla Block,MK-768-10,Thick Thighs
"Proclaimers, The",MK-114-02,I'm Gonna Be (500 Miles)
"Proclaimers, The",MK-332-02,I'm On My Way
Procol Harum,MK-354-06,A Whiter Shade Of Pale
Procol Harum,MK-378-08,Conquistador
"Prodigy, The",MK-616-07,Nasty
"Producers, The",MK-115-15,What He's Got
Professor Green & Tori Kelly,MK-605-07,Lullaby
Pseudo Echo,MK-328-03,Funky Town
PSY,MK-526-09,Gangnam Style
PSY,MK-665-44,Gentlemen
"Psychedelic Furs, The",MK-282-10,Love My Way
"Psychedelic Furs, The",MK-376-05,Pretty In Pink
Puddle Of Mudd,MK-302-15,Away From Me
Puddle Of Mudd,MK-161-12,Blurry
Puddle Of Mudd,MK-81-11,Control
Puddle Of Mudd,MK-204-12,Drift And Die
Puddle Of Mudd,MK-233-12,She Hates Me
Puddles Pity Party,MK-703-48,Dancing Queen
Puddles Pity Party,MK-683-83,Day After Day
Puddles Pity Party,MK-703-47,Folsom Prison Blues & Pinball Wizard
Puff Daddy & Black Rob,MK-260-10,Bad Boy For Life
Puff Daddy & Faith Evans,MK-255-12,I'll Be Missing You
Pulp,MK-797-35,Girls & Boys
Pulp,MK-236-08,Common People
Pulp,MK-235-07,Disco 2000
Pure Prairie League,7517-04,Amie
Pursuit Of Happiness,MK-797-08,Food
Pursuit Of Happiness,MK-768-09,Hard To Laugh
Pursuit Of Happiness,MK-270-07,I'm An Adult Now
Puscifer,MK-683-82,Conditions Of My Parole
Pussy Cat,MK-624-02,The Pussy Cat Song
Pussy Cat Dolls,MK-312-08,Don�t Cha
Pussy Cat Dolls,MK-654-49,Fever
Pussy Cat Dolls,MK-360-15,I Don't Need A Man
Pussy Cat Dolls,MK-311-06,Stickwitu
Pussy Cat Dolls,MK-368-09,When I Grow Up
Pussycat Dolls & Snoop Dogg,MK-332-10,Buttons
Put3ska,MK-674-48,Manila Girl
Pvris,MK-683-81,What's Wrong
Q Lazarus,MK-683-80,Goodbye Horses
Q Tip,MK-703-46,Breathe & Stop
Q Tip,MK-703-45,Tracks Of My Tears
Quarterflash,7535-10,Harden My Heart
Queen,MK-119-07,Another One Bites The Dust
Queen,7506-06,Bohemian Rhapsody
Queen,MK-769-08,Cool Cat
Queen,7511-08,Crazy Little Thing Called Love
Queen,MK-703-44,Death On Two Legs
Queen,MK-119-11,Don't Stop Me Now
Queen,MK-80-09,Fat Bottom Girls
Queen,MK-119-10,Friends Will Be Friends
Queen,MK-732-02,Good Old Fasion Lover Boy
Queen,MK-703-43,Hammer To Fall
Queen,MK-119-05,I Want It All
Queen,MK-627-04,I'm In Love With My Car
Queen,MK-119-14,Innuendo
Queen,MK-119-12,It's A Hard Life
Queen,MK-119-04,It's A Kind Of Magic
Queen,MK-119-01,Killer Queen
Queen,MK-542-07,Love Of My Life
Queen,MK-674-49,Nevermore
Queen,MK-370-12,No-One But You
Queen,MK-119-13,One Vision
Queen,MK-119-08,Radio Ga Ga
